experiment_name,dataset,seed,temporal_model_type,time_steps,residual_fusion,learnable_delay,force_positive_weights,best_epoch,best_validation_accuracy,test_accuracy,test_loss,spikes_per_sample,synops_per_sample_estimate,trainable_parameters,total_parameters,model_size_mb,dense_macs_per_sample,dense_flops_per_sample_estimate,training_time_seconds,inference_ms_per_sample,peak_gpu_memory_mb,checkpoint,status
smoke_test,FakeData,42,DISCRETE_TIME_TTFS_SNN,5,earliest_spike_or,True,True,0,0.0,0.0,1.9868971109390259,9220.0,3147840.0,593804,596910,2.2770309448242188,11587968.0,23175936.0,0.31467747688293457,17.7384260000224,,results/smoke_test/best_checkpoint.pth,completed
